category,date,total_hits,total_visits,total_page_views,total_first_visits,total_time_on_site,avg_time_on_site,total_transactions,total_revenue,avg_revenue,medium_none,medium_not_set,medium_affiliate,medium_cpc,medium_cpm,medium_organic,medium_referral,action_Check_out,action_Click_through_of_product_lists,action_Completed_purchase,action_Product_detail_views
Accessories,2016-08-01,4566.333333333333,89.0,3027.6666666666665,33.0,87104.33333333333,563.195849546044,20.666666666666668,1459300000.0,23537096.77419355,190,0,0,3,3,57,14,0,146,0,121
Accessories,2016-08-02,5619.666666666667,94.66666666666667,3713.0,40.333333333333336,107344.33333333333,815.8911955143179,10.0,629920000.0,24227692.307692304,166,0,0,14,0,102,2,0,151,0,133
Accessories,2016-08-03,6343.333333333333,113.66666666666667,4077.0,58.666666666666664,116221.33333333333,986.5851945056097,0.0,0.0,0.0,178,0,0,15,2,140,6,0,179,0,162
Accessories,2016-08-04,5006.666666666667,95.66666666666667,3549.3333333333335,68.33333333333333,141102.66666666666,805.3153846153845,1.3333333333333333,122266666.66666667,30566666.666666668,171,0,8,2,0,93,13,0,152,0,135
Accessories,2016-08-05,6448.0,110.0,4578.333333333333,70.0,139769.33333333334,799.4912957121156,28.333333333333332,3990420000.0,50511645.56962025,111,0,7,20,0,192,0,0,180,0,150
Accessories,2016-08-06,7574.666666666667,83.33333333333333,5128.333333333333,28.333333333333332,178668.33333333334,1135.532251904561,9.333333333333334,1271560000.0,68588533.33333333,66,0,0,14,0,168,2,0,133,0,117
Accessories,2016-08-07,1794.0,36.666666666666664,1186.6666666666667,15.333333333333334,27188.666666666668,701.6857142857143,6.0,3091086666.6666665,171727037.03703704,38,0,0,20,0,49,3,0,57,0,53
Accessories,2016-08-08,4906.666666666667,97.0,3243.0,42.333333333333336,68201.0,622.4634502923976,5.666666666666667,341430000.0,20084117.647058826,148,0,3,4,2,134,0,0,159,0,132
Accessories,2016-08-09,4880.0,107.0,3254.0,50.666666666666664,110535.33333333333,937.6811424100155,21.666666666666668,2306823333.3333335,48732857.142857134,190,0,3,6,3,100,19,0,173,0,148
Accessories,2016-08-10,4029.5,91.5,2696.25,43.0,79461.75,694.9288366336633,14.0,1623577500.0,80548924.24242423,224,0,4,9,12,92,25,0,198,0,168
Accessories,2016-08-11,8351.0,132.66666666666666,5531.333333333333,46.0,183535.33333333334,1222.7358448753464,55.666666666666664,7685586666.666667,191628160.4550217,190,0,0,25,16,157,10,0,221,0,177
Accessories,2016-08-12,9416.666666666666,143.0,6225.666666666667,41.0,141076.33333333334,854.232430050672,41.333333333333336,7393356666.666667,97750222.22222222,259,0,3,4,10,141,12,0,226,0,203
Accessories,2016-08-13,1993.6666666666667,46.666666666666664,1287.0,26.333333333333332,31128.666666666668,552.4547788565264,2.3333333333333335,318686666.6666667,45526666.666666664,57,0,0,0,0,79,4,0,78,0,62
Accessories,2016-08-14,3355.6666666666665,51.333333333333336,2265.0,27.333333333333332,66636.0,1007.1261469658415,17.333333333333332,1526913333.3333333,45729047.61904761,21,0,6,18,0,92,17,0,82,0,72
Accessories,2016-08-15,5765.666666666667,174.66666666666666,4011.6666666666665,105.33333333333333,126857.0,1056.1269458439035,30.666666666666668,1551316666.6666667,47946488.09523809,376,0,0,9,0,120,19,0,282,0,242
Accessories,2016-08-16,7487.333333333333,164.0,4867.0,75.33333333333333,131091.33333333334,680.9780971937029,13.666666666666666,1103443333.3333333,26913252.032520324,335,0,0,10,0,103,44,0,266,0,226
Accessories,2016-08-17,6073.333333333333,165.0,3942.3333333333335,103.0,91509.0,267.5585399449036,19.0,3962230000.0,112517751.93798448,347,0,0,10,0,133,5,0,273,0,222
Accessories,2016-08-18,5213.666666666667,126.0,3479.3333333333335,72.0,124764.0,778.3165607023917,17.0,2913353333.3333335,161627166.66666666,235,0,0,39,2,93,9,0,205,0,173
Accessories,2016-08-19,4423.5,107.0,2919.5,28.5,70946.0,933.8712871287127,17.0,321360000.0,115513333.33333333,187,0,0,0,2,25,0,0,115,0,99
Accessories,2016-09-01,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0,0,1,0,1
Accessories,2016-09-15,4040.8333333333335,55.833333333333336,2850.3333333333335,30.0,81892.66666666667,1485.619596627228,14.5,11546586666.666666,785105138.1507381,125,0,0,18,8,178,6,0,187,0,148
Accessories,2016-09-16,2082.6666666666665,46.5,1491.3333333333333,26.333333333333332,42830.0,908.160589290234,13.5,7836428333.333333,615574115.0793651,138,0,0,27,6,106,2,0,149,0,130
Accessories,2016-09-17,1490.4,18.4,915.0,8.6,18994.0,893.925799724572,0.0,0.0,0.0,10,0,0,15,0,63,4,0,52,0,40
Accessories,2016-09-18,563.5,19.5,422.8333333333333,10.833333333333334,11693.5,553.4627817863112,0.3333333333333333,10926666.666666666,5463333.333333333,22,0,0,14,0,73,8,0,63,0,54
Accessories,2016-09-19,2375.3333333333335,52.0,1653.3333333333333,33.333333333333336,46701.5,789.6624209381949,7.0,595766666.6666666,93512277.77777779,162,0,0,0,0,120,30,0,174,0,138
Accessories,2016-09-20,1254.5,32.0,853.1666666666666,20.0,23235.833333333332,723.6392812343793,6.5,850383333.3333334,142137575.75757575,64,0,0,43,0,76,9,0,100,0,92
Accessories,2016-09-21,3617.3333333333335,55.333333333333336,2510.1666666666665,31.0,51271.166666666664,882.3729508840548,4.666666666666667,246223333.33333334,33247388.88888889,161,0,0,13,3,147,8,0,179,0,153
Accessories,2016-09-22,1344.1666666666667,29.5,949.1666666666666,12.666666666666666,25700.333333333332,912.694486811638,6.666666666666667,454923333.3333333,39066601.73160173,67,0,0,11,13,84,2,0,95,0,82
Accessories,2016-09-23,1292.6666666666667,28.833333333333332,926.6666666666666,11.5,37556.5,1078.9350108225108,3.1666666666666665,79641666.66666667,23928333.333333332,156,0,4,0,0,0,13,0,95,0,78
Accessories,2016-09-24,1705.0,22.2,1165.8,14.0,41171.2,1896.9286834733896,7.4,696684000.0,60878953.84615384,99,0,0,0,0,2,10,0,60,0,51
Accessories,2016-09-25,3335.8,27.0,2211.4,13.6,48746.8,1701.2877083442872,12.2,589746000.0,40929206.1386889,132,0,0,0,0,0,3,0,80,0,55
Accessories,2016-09-26,2507.6666666666665,44.666666666666664,1734.8333333333333,24.333333333333332,54354.166666666664,1148.8347903975025,7.0,1140576666.6666667,125485861.47186147,148,0,0,8,8,100,4,0,153,0,115
Accessories,2016-09-27,1595.6666666666667,39.833333333333336,1140.1666666666667,23.166666666666668,34206.0,809.6169180808716,5.833333333333333,558633333.3333334,61917424.24242424,236,0,0,0,0,0,3,0,132,0,107
Accessories,2016-09-28,2124.5,41.166666666666664,1493.6666666666667,19.833333333333332,49727.0,1218.5761349143636,5.5,967310000.0,91838333.33333333,234,0,0,0,9,0,4,0,138,0,109
Accessories,2016-09-29,2487.0,52.0,1790.3333333333333,24.5,49881.0,875.4940770966506,9.5,397891666.6666667,31678583.333333332,300,0,0,0,5,0,7,0,172,0,140
Accessories,2016-09-30,1084.3333333333333,34.333333333333336,824.0,18.5,24959.333333333332,788.4766446486119,2.3333333333333335,251353333.33333334,54214166.666666664,171,0,5,0,23,0,7,0,112,0,94
Accessories,2016-10-01,504.8,14.4,378.8,12.2,10033.4,762.7054545454546,1.2,323648000.0,90908000.0,18,0,0,2,2,50,0,0,40,0,32
Accessories,2016-10-02,658.3333333333334,16.0,498.1666666666667,10.0,15641.5,951.6937034006183,6.5,450586666.6666667,36290157.00483092,29,0,0,2,0,57,8,0,52,0,44
Accessories,2016-10-03,3964.5,46.833333333333336,2183.0,27.666666666666668,63710.333333333336,1393.9693137284587,5.833333333333333,1376610000.0,141422944.44444445,269,0,0,0,6,0,6,0,149,0,132
Accessories,2016-10-04,2068.3333333333335,42.666666666666664,1490.8333333333333,29.166666666666668,52861.833333333336,1207.876152562035,3.1666666666666665,241311666.66666666,37505227.27272727,240,0,0,0,10,0,6,0,142,0,114
Accessories,2016-10-05,1689.6666666666667,49.0,1286.6666666666667,29.0,44559.0,910.2514895114758,6.833333333333333,253208333.33333334,28221277.981277984,289,0,0,0,0,0,5,0,157,0,137
Accessories,2016-10-06,1887.5,41.5,1354.1666666666667,24.0,45044.666666666664,1232.5847174564567,8.166666666666666,1080648333.3333333,168440931.013431,241,0,0,0,2,2,4,0,134,0,115
Accessories,2016-10-07,3646.3333333333335,50.666666666666664,2589.6666666666665,34.833333333333336,98599.16666666667,2127.485966697737,10.5,2058650000.0,150180069.65944272,168,0,0,12,2,102,20,0,166,0,138
Accessories,2016-10-08,2283.6666666666665,29.666666666666668,1579.1666666666667,19.666666666666668,51496.833333333336,1336.7298761180339,2.6666666666666665,138213333.33333334,29745416.666666668,170,0,0,0,0,0,8,0,103,0,75
Accessories,2016-10-09,1400.8333333333333,22.166666666666668,1049.5,11.833333333333334,35118.666666666664,2068.7152658662094,2.5,186860000.0,75311666.66666667,107,0,0,0,18,0,8,0,73,0,60
Accessories,2016-10-10,2558.5,49.5,1816.0,26.0,52251.0,1099.6842396297748,7.166666666666667,1003440000.0,97545539.68253969,274,0,0,0,13,2,8,0,166,0,131
Accessories,2016-10-11,1387.1666666666667,27.833333333333332,981.5,15.0,39130.5,1273.071331768575,6.333333333333333,343713333.3333333,73704629.62962963,38,0,0,17,0,110,2,0,97,0,70
Accessories,2016-10-12,2277.8333333333335,34.166666666666664,1626.0,17.166666666666668,61002.666666666664,1495.290740402008,11.0,2110106666.6666667,242369019.60784313,163,0,0,0,0,0,42,0,112,0,93
Accessories,2016-10-13,3677.8571428571427,43.0,2601.4285714285716,15.714285714285714,93416.57142857143,2281.8269135774017,6.142857142857143,1333174285.7142856,129462244.89795919,202,0,0,32,0,59,8,20,149,2,130
Accessories,2016-10-14,1353.1666666666667,24.5,938.6666666666666,12.833333333333334,23359.666666666668,864.6677619166685,6.833333333333333,1781886666.6666667,132912415.45893718,125,0,0,0,0,0,22,0,81,0,66
Accessories,2016-10-15,696.8,22.2,497.0,12.2,14204.4,504.657095941825,3.4,39996000.0,3636000.0,96,0,0,0,13,0,2,0,61,0,50
Accessories,2016-10-16,1374.7142857142858,26.571428571428573,979.1428571428571,10.571428571428571,35363.71428571428,1322.994053456623,5.571428571428571,1509570000.0,144395952.3809524,55,0,0,34,0,94,3,3,97,2,84
Accessories,2016-10-17,2458.8333333333335,35.166666666666664,1856.6666666666667,13.666666666666666,59010.166666666664,1590.1853846153847,8.666666666666666,2995953333.3333335,225792026.5151515,204,0,2,0,0,0,5,0,116,0,95
Accessories,2016-10-18,3461.285714285714,45.285714285714285,2269.285714285714,27.571428571428573,60249.142857142855,1573.4958343462774,14.0,2455184285.714286,158375402.16086435,219,0,0,6,0,84,8,4,168,2,143
Accessories,2016-10-19,1988.5,34.5,1416.6666666666667,20.5,37793.333333333336,1053.879799246246,3.5,517940000.0,69733409.0909091,204,0,0,0,0,0,3,0,117,0,90
Accessories,2016-10-20,1108.3333333333333,34.833333333333336,807.1666666666666,23.0,29028.666666666668,883.0746432716147,4.166666666666667,326375000.0,45602777.77777777,82,0,0,22,0,91,14,0,114,0,95
Accessories,2016-10-21,2835.0,38.0,1960.1666666666667,12.0,39085.5,691.7894327382693,62.333333333333336,2485793333.3333335,42684595.959595956,228,0,0,0,0,0,0,0,125,0,103
Accessories,2016-10-22,565.4285714285714,13.142857142857142,421.57142857142856,8.571428571428571,14706.0,1113.371067488579,0.8571428571428571,16448571.42857143,2741428.5714285714,90,0,0,0,2,0,0,3,49,0,40
Accessories,2016-10-23,512.4285714285714,13.714285714285714,366.85714285714283,9.571428571428571,8447.0,526.3985537106712,4.428571428571429,146180000.0,23340000.0,94,0,0,0,0,0,2,3,51,2,40
Accessories,2016-10-24,843.4285714285714,21.428571428571427,599.5714285714286,15.285714285714286,17009.428571428572,688.1065402176345,4.857142857142857,210520000.0,23148888.888888888,143,0,0,0,5,0,2,4,76,2,68
Accessories,2016-10-25,2009.2,37.8,1420.8,29.2,40968.0,924.0222663018696,2.8,519492000.0,112590000.0,167,0,0,0,13,0,9,0,109,0,80
Accessories,2016-10-26,1184.2857142857142,30.857142857142858,786.1428571428571,22.714285714285715,21031.14285714286,837.36984849884,6.285714285714286,1604105714.2857144,312073333.3333334,203,0,0,0,9,0,4,3,115,2,96
Accessories,2016-10-27,1192.142857142857,32.57142857142857,871.2857142857143,21.714285714285715,31308.0,836.5702697721565,3.5714285714285716,414820000.0,87300510.20408164,116,0,0,11,4,82,15,1,126,0,101
Accessories,2016-10-28,1279.5,30.666666666666668,894.3333333333334,19.833333333333332,35720.833333333336,1358.7613175675676,6.833333333333333,3057405000.0,707813892.7738928,163,0,0,0,6,0,15,0,97,0,87
Accessories,2016-10-29,582.3333333333334,16.833333333333332,436.8333333333333,9.833333333333334,13122.666666666666,835.3974097174755,1.1666666666666667,39166666.666666664,5595238.095238094,94,0,0,0,0,2,5,0,56,0,45
Accessories,2016-10-30,682.5,15.666666666666666,500.0,8.0,15003.333333333334,1550.1704803047196,0.0,0.0,0.0,12,0,0,8,0,69,5,0,50,0,44
Accessories,2016-10-31,1101.3333333333333,29.0,774.1666666666666,18.0,23450.0,634.8731033766038,6.166666666666667,765708333.3333334,75854404.76190476,49,0,6,21,0,92,6,0,90,0,84
Accessories,2016-11-01,1279.8333333333333,25.666666666666668,929.0,12.166666666666666,27799.666666666668,1336.709935897436,9.666666666666666,2130948333.3333333,150843800.0,145,0,0,0,2,0,7,0,83,0,71
Accessories,2016-11-02,1478.7142857142858,26.857142857142858,1059.7142857142858,19.0,25406.285714285714,875.755270004193,5.857142857142857,1727278571.4285715,151250293.04029304,186,0,0,0,0,0,2,6,101,2,79
Accessories,2016-11-03,9357.5,45.666666666666664,2950.6666666666665,35.5,37548.0,1003.2608517295502,6.166666666666667,1523891666.6666667,214875000.0,260,0,0,0,4,0,10,5,155,2,112
Accessories,2016-11-04,1616.8333333333333,29.833333333333332,1138.1666666666667,20.0,28057.5,669.9984913234914,6.166666666666667,2401620000.0,176521416.66666666,179,0,0,0,0,0,0,0,97,0,82
Accessories,2016-11-05,1911.142857142857,33.0,1330.4285714285713,8.0,36636.28571428572,1228.1472047465602,10.142857142857142,789905714.2857143,65395140.377338514,213,0,0,0,2,2,14,13,112,6,100
Accessories,2016-11-06,651.8,18.8,473.0,15.6,10545.0,646.7252361673414,4.6,541002000.0,99742190.47619048,94,0,0,0,0,0,0,0,50,0,44
Accessories,2016-11-07,2321.0,39.666666666666664,1600.0,22.333333333333332,39301.666666666664,957.2503117510063,3.6666666666666665,308081666.6666667,54741666.666666664,210,0,0,0,0,6,22,0,132,0,106
Accessories,2016-11-08,962.5,24.666666666666668,714.0,14.166666666666666,27011.833333333332,1178.2010446369952,7.5,1568170000.0,355114290.3828198,145,0,0,0,3,0,0,0,87,0,61
Accessories,2016-11-09,1003.1666666666666,25.0,748.3333333333334,12.5,20840.666666666668,863.4034666479679,5.666666666666667,1315150000.0,357128958.3333333,148,0,0,0,2,0,0,0,81,0,69
Accessories,2016-11-10,1289.857142857143,26.857142857142858,939.4285714285714,14.571428571428571,23509.14285714286,891.2646755999697,5.285714285714286,1602545714.2857144,187197891.1564626,188,0,0,0,0,0,0,4,97,2,85
Accessories,2016-11-11,883.75,29.5,635.5,14.0,13112.0,418.0804678148048,1.75,75055000.0,32277500.0,102,0,0,0,2,0,14,0,63,0,55
Accessories,2016-11-12,488.6,13.4,361.2,7.6,18168.0,1359.1651080945198,2.0,125972000.0,12597200.0,65,0,0,0,2,0,0,2,36,0,29
Accessories,2016-11-13,2009.0,20.857142857142858,1469.0,8.0,32983.42857142857,1501.3745299102443,11.714285714285714,2544271428.571429,268015000.0,139,0,0,0,2,0,5,4,78,2,62
Accessories,2016-11-14,1958.5,39.5,1403.0,16.666666666666668,38355.666666666664,954.0605367965221,14.166666666666666,2207776666.6666665,119639176.16334282,223,0,0,0,9,0,5,6,122,4,105
Accessories,2016-11-15,1782.4285714285713,31.857142857142858,1327.4285714285713,12.714285714285714,36136.857142857145,1101.0675481807968,10.285714285714286,891630000.0,60440765.75276575,199,0,0,0,6,0,18,21,105,6,91
Accessories,2016-11-16,1727.0,26.571428571428573,1258.0,10.857142857142858,34684.57142857143,1223.8353174603174,18.285714285714285,9737630000.0,577951830.0653595,182,0,0,0,4,0,0,15,86,6,79
Accessories,2016-11-17,1207.4285714285713,29.0,903.2857142857143,14.428571428571429,25100.428571428572,904.4853435600943,12.571428571428571,2203565714.285714,217938188.64468864,195,0,0,0,0,2,6,18,95,8,82
Accessories,2016-11-18,1184.2857142857142,27.285714285714285,827.2857142857143,11.142857142857142,22151.285714285714,821.5876663284038,3.2857142857142856,475210000.0,68788285.71428572,181,0,0,0,3,0,7,4,100,2,85
Accessories,2016-11-19,2249.6666666666665,29.333333333333332,1493.1666666666667,8.166666666666666,38031.666666666664,1084.4851201058827,0.0,0.0,0.0,95,0,0,2,0,66,13,0,96,0,80
Accessories,2016-11-20,1415.5714285714287,21.142857142857142,979.0,12.714285714285714,24218.428571428572,995.3677008177009,1.1428571428571428,557485714.2857143,139371428.57142857,141,0,0,0,0,0,7,1,80,0,67
Accessories,2016-11-21,1629.6666666666667,30.0,1179.8333333333333,17.833333333333332,27151.833333333332,1001.5380417956657,4.5,335741666.6666667,51394365.079365075,178,0,0,0,2,0,0,0,99,0,81
Accessories,2016-11-22,1099.3333333333333,27.833333333333332,807.6666666666666,16.166666666666668,35064.833333333336,1083.986027744431,5.5,338428333.3333333,28602361.111111104,164,0,0,0,0,0,3,0,93,0,74
Accessories,2016-11-23,872.1666666666666,23.166666666666668,642.0,13.0,20572.333333333332,1062.9966810966812,2.6666666666666665,163173333.33333334,31410000.0,94,0,0,0,0,27,18,0,75,0,64
Accessories,2016-11-24,741.25,19.75,564.5,13.25,16036.5,776.7363389328063,6.25,49142500.0,8980000.0,76,0,0,0,0,0,3,0,45,0,34
Accessories,2016-11-25,1680.4285714285713,29.285714285714285,1144.857142857143,21.142857142857142,26571.0,968.7241744852871,5.571428571428571,3682190000.0,628751946.4285715,203,0,0,0,2,0,0,10,101,6,88
Accessories,2016-11-26,795.6666666666666,23.5,594.0,17.666666666666668,17076.833333333332,991.8018005435903,3.1666666666666665,3090400000.0,572430238.0952381,139,0,0,0,2,0,0,0,79,0,62
Accessories,2016-11-27,929.0,26.0,687.25,22.5,17516.75,631.539205955335,1.0,34325000.0,17162500.0,101,0,0,0,0,0,3,0,57,0,47
Accessories,2016-11-28,1427.5714285714287,37.714285714285715,1062.7142857142858,22.142857142857142,32507.14285714286,835.5889148418094,8.714285714285714,1208975714.2857144,109117939.0847248,256,0,0,0,0,0,8,8,134,6,116
Accessories,2016-11-29,973.3333333333334,30.666666666666668,713.5,18.666666666666668,25375.5,810.1962426686218,3.6666666666666665,448626666.6666667,81263055.55555555,173,0,0,0,9,0,2,0,101,0,83
Accessories,2016-11-30,1316.5,28.5,999.3333333333334,10.833333333333334,29970.666666666668,991.6437504614249,5.5,914098333.3333334,258031944.44444445,147,0,0,0,4,0,20,0,89,0,82
Accessories,2016-12-01,1168.0,27.857142857142858,849.1428571428571,16.714285714285715,21790.85714285714,916.2968935441196,8.428571428571429,1474110000.0,115495443.22344323,195,0,0,0,0,0,0,6,104,2,83
Accessories,2016-12-02,1744.8333333333333,38.5,1204.8333333333333,18.333333333333332,45331.166666666664,2006.7714644191126,4.333333333333333,669156666.6666666,194135000.0,215,0,0,0,0,6,10,0,123,0,108
Accessories,2016-12-03,680.5,17.833333333333332,509.8333333333333,13.333333333333334,14677.5,1050.9081070889895,0.0,0.0,0.0,105,0,0,0,0,2,0,0,61,0,46
Accessories,2016-12-04,1718.7142857142858,27.142857142857142,1093.2857142857142,19.714285714285715,25768.85714285714,1053.7024781341108,7.142857142857143,348700000.0,50095571.428571425,190,0,0,0,0,0,0,5,98,2,85
Accessories,2016-12-05,2102.0,41.142857142857146,1543.7142857142858,15.428571428571429,41529.57142857143,1067.8856323582168,21.857142857142858,3213645714.285714,192477238.6454582,282,0,0,0,3,0,3,18,139,6,125
Accessories,2016-12-06,2122.0,40.142857142857146,1369.7142857142858,19.857142857142858,37405.42857142857,840.5268014653009,10.285714285714286,1949802857.142857,149214555.55555555,271,0,0,0,5,0,5,8,143,2,128
Accessories,2016-12-07,2344.285714285714,46.142857142857146,1745.142857142857,23.0,58674.142857142855,1411.7502713124,18.428571428571427,4009025714.285714,226598795.80745342,309,0,0,0,2,3,9,37,154,10,122
Accessories,2016-12-08,1982.2857142857142,36.0,1349.0,18.285714285714285,32834.42857142857,945.6945604965238,12.428571428571429,2954358571.428571,186637323.7356958,247,0,2,0,0,3,0,14,125,4,109
Accessories,2016-12-09,2286.4285714285716,40.42857142857143,1644.4285714285713,20.285714285714285,40047.142857142855,960.9072771062123,13.285714285714286,1696438571.4285715,133706709.18367349,281,0,0,0,0,0,2,3,153,2,125
Accessories,2016-12-10,1075.0,25.428571428571427,764.1428571428571,12.571428571428571,21453.714285714286,827.8766511266512,7.142857142857143,351054285.71428573,46841587.3015873,178,0,0,0,0,0,0,10,87,4,77
Accessories,2016-12-11,1369.3333333333333,28.833333333333332,1017.1666666666666,16.333333333333332,27353.666666666668,1320.706818997622,18.333333333333332,286678333.3333333,40631780.303030305,165,0,0,0,0,0,8,0,92,0,81
Accessories,2016-12-12,1519.7142857142858,31.0,1157.4285714285713,16.714285714285715,31781.0,1061.1753226489534,12.285714285714286,1742284285.7142856,142054580.41958043,203,0,0,0,9,0,5,20,104,6,87
Accessories,2016-12-13,701.1428571428571,20.857142857142858,522.4285714285714,10.714285714285714,17262.714285714286,795.566056196709,4.857142857142857,1158342857.142857,86932699.07963185,138,0,0,0,2,0,6,15,70,6,55
Accessories,2016-12-14,2008.5714285714287,35.142857142857146,1438.7142857142858,15.428571428571429,42101.142857142855,1181.605983302412,11.857142857142858,2490730000.0,169716792.87504476,239,0,0,0,5,0,2,20,115,8,103
Accessories,2016-12-15,2045.2857142857142,42.285714285714285,1480.0,16.142857142857142,44726.71428571428,1177.6246269638984,13.428571428571429,5790787142.857142,247414564.62585035,289,0,0,0,0,0,7,23,144,8,121
Accessories,2016-12-16,1493.142857142857,40.142857142857146,1074.142857142857,16.857142857142858,38382.28571428572,924.6177564195295,11.142857142857142,1197971428.5714285,126715566.31348191,249,0,0,0,5,0,27,22,136,4,119
Accessories,2016-12-17,661.5714285714286,18.428571428571427,511.0,10.0,19044.85714285714,1345.7365491651206,2.5714285714285716,107577142.85714285,24751428.57142857,125,0,0,0,0,0,4,2,70,2,55
Accessories,2016-12-18,1339.5,27.833333333333332,988.1666666666666,13.333333333333334,46150.833333333336,1628.0120504263996,7.833333333333333,514291666.6666667,39617500.0,159,0,0,0,4,0,4,0,89,0,78
Accessories,2016-12-19,782.8571428571429,22.142857142857142,572.2857142857143,7.285714285714286,18759.428571428572,909.4556892230577,8.428571428571429,2688114285.714286,445557066.3265306,152,0,0,0,0,0,3,3,83,2,67
Accessories,2016-12-20,1142.0,32.166666666666664,820.3333333333334,25.833333333333332,24722.333333333332,735.3319116010572,3.8333333333333335,344805000.0,58238194.44444445,183,0,2,0,8,0,0,0,104,0,89
Accessories,2016-12-21,938.7142857142857,22.285714285714285,658.5714285714286,15.571428571428571,15181.0,673.7041047017827,7.571428571428571,600890000.0,79058997.49373434,154,0,0,0,0,0,2,13,74,6,63
Accessories,2016-12-22,1221.857142857143,28.571428571428573,887.2857142857143,14.571428571428571,27986.85714285714,1081.6063603063603,8.0,1278052857.142857,80276884.92063491,193,0,0,0,7,0,0,12,100,6,82
Accessories,2016-12-23,655.0,15.666666666666666,456.3333333333333,12.666666666666666,19859.166666666668,1420.935606060606,2.3333333333333335,403013333.3333333,115146666.66666667,36,0,0,2,0,56,0,0,54,0,40
Accessories,2016-12-24,1261.5,17.5,884.25,13.0,29685.5,1805.5669467787113,6.5,119925000.0,18450000.0,14,0,0,33,0,23,0,0,37,0,33
Accessories,2016-12-25,1012.75,25.25,746.5,20.25,29401.0,906.2391965916007,0.5,85455000.0,42727500.0,31,0,0,4,3,63,0,0,53,0,48
Accessories,2016-12-26,402.5,13.5,301.6666666666667,9.666666666666666,12931.0,1212.8317307692307,0.3333333333333333,8656666.666666666,4328333.333333333,40,0,0,2,0,37,2,0,43,0,38
Accessories,2016-12-27,1708.2,25.0,1252.8,17.2,29129.8,1494.4738461538461,1.2,121744000.0,20290666.666666664,100,0,0,0,0,4,21,0,68,0,57
Accessories,2016-12-28,743.2857142857143,13.714285714285714,552.5714285714286,9.142857142857142,18877.428571428572,1720.182951695267,2.2857142857142856,1764668571.4285715,300014285.71428573,54,0,0,15,0,27,0,6,50,2,38
Accessories,2016-12-29,867.4285714285714,27.571428571428573,662.0,13.285714285714286,18914.571428571428,757.2147858124574,5.0,1185057142.857143,93379769.58525346,170,0,0,0,19,0,4,23,86,8,76
Accessories,2016-12-30,439.4,10.8,349.4,4.2,14885.2,1905.1799999999998,0.4,12784000.0,6392000.0,52,0,0,0,0,0,2,0,29,0,25
Accessories,2016-12-31,233.0,8.75,177.25,5.0,7708.5,745.1717532467533,2.0,162325000.0,72367500.0,29,0,0,0,6,0,0,0,20,0,15
Accessories,2017-01-01,1032.3333333333333,21.0,752.6666666666666,14.333333333333334,23021.0,932.7395348837208,5.0,1082986666.6666667,131435333.33333333,27,0,0,0,0,36,0,0,38,0,25
Accessories,2017-01-02,929.0,24.333333333333332,654.8333333333334,20.166666666666668,19589.833333333332,754.9840476190476,8.0,382593333.3333333,37122499.99999999,132,0,0,0,4,0,10,14,69,4,59
Accessories,2017-01-03,651.3333333333334,22.833333333333332,488.5,11.166666666666666,14832.0,800.3236732403399,7.333333333333333,869813333.3333334,72346444.08831908,112,0,0,0,0,0,25,0,71,0,66
Accessories,2017-01-04,1837.5,36.833333333333336,1372.6666666666667,17.833333333333332,65858.0,1687.3071374505487,9.5,839675000.0,75019222.22222222,221,0,0,0,0,0,0,0,122,0,99
Accessories,2017-01-05,704.8571428571429,20.285714285714285,516.2857142857143,13.571428571428571,14662.57142857143,910.788752913753,4.428571428571429,1311077142.857143,174319795.91836736,140,0,0,0,2,0,0,2,71,2,67
Accessories,2017-01-06,1267.142857142857,26.714285714285715,907.0,12.714285714285714,29328.14285714286,1280.727256638058,6.0,1212232857.142857,279887682.5396825,179,0,0,0,4,0,4,7,95,2,83
Accessories,2017-01-07,302.0,11.333333333333334,225.83333333333334,6.833333333333333,6100.833333333333,734.1575396825397,0.6666666666666666,34013333.333333336,17006666.666666668,66,0,0,0,0,0,2,2,34,0,32
Accessories,2017-01-08,976.75,24.0,659.5,19.75,18814.5,917.7633333333333,1.5,808500000.0,271981250.0,11,0,0,2,0,55,28,0,51,0,45
Accessories,2017-01-09,1072.5,35.166666666666664,780.0,24.666666666666668,31074.833333333332,952.1726098722316,4.5,158390000.0,23529365.07936508,177,0,0,0,15,0,19,0,117,0,94
Accessories,2017-01-10,834.8333333333334,27.666666666666668,633.0,19.166666666666668,21253.0,1059.0220626094122,3.6666666666666665,1322616666.6666667,301921666.6666667,140,0,0,0,7,5,14,8,84,2,72
Accessories,2017-01-11,566.8,20.2,439.2,10.6,15380.8,827.5850549450549,2.0,169500000.0,50850000.0,76,0,0,0,19,0,6,0,55,0,46
Accessories,2017-01-12,880.5,18.5,642.1666666666666,7.833333333333333,17936.666666666668,845.918761123824,6.666666666666667,3517248333.3333335,354650250.7122507,86,0,2,0,19,0,4,0,58,0,53
Accessories,2017-01-13,1133.6666666666667,29.333333333333332,835.6666666666666,14.333333333333334,21526.0,837.6136081560284,8.666666666666666,1277905000.0,53831951.970443346,163,0,0,0,4,0,9,0,97,0,79
Accessories,2017-01-14,468.6666666666667,14.0,340.5,11.0,9538.666666666666,696.1064425770309,1.8333333333333333,46623333.333333336,6992500.0,82,0,0,0,2,0,0,0,47,0,37
